2, 46, 127, 44, 45, 45, 45, 45, 44, 45
2, 47, 127, 46, 46, 45, 45, 45, 46, 46
2, 48, 129, 46, 47, 47, 48, 47, 47, 46
2, 49, 130, 49, 47, 47, 48, 48, 48, 48
2, 50, 131, 49, 49, 51, 48, 48, 48, 48
2, 51, 132, 49, 49, 49, 49, 49, 49, 50
2, 52, 132, 51, 51, 52, 50, 50, 51, 51
2, 53, 134, 51, 52, 51, 52, 51, 52, 51
2, 54, 121, 53, 52, 52, 53, 52, 53, 52
2, 55, 136, 54, 56, 55, 56, 54, 53, 54
2, 56, 136, 54, 54, 55, 56, 55, 54, 55
2, 57, 137, 57, 56, 55, 56, 56, 55, 56
2, 58, 139, 56, 56, 56, 56, 57, 57, 56
2, 59, 138, 58, 57, 58, 57, 58, 57, 57
2, 60, 139, 59, 58, 59, 59, 59, 59, 59
2, 61, 139, 60, 59, 60, 60, 60, 60, 60
2, 62, 140, 61, 62, 61, 61, 60, 61, 61
2, 63, 140, 62, 61, 61, 61, 61, 61, 62
2, 64, 140, 63, 64, 63, 62, 62, 63, 63
2, 65, 141, 63, 63, 63, 63, 63, 63, 63
2, 66, 142, 65, 65, 65, 64, 65, 65, 65
2, 67, 142, 67, 65, 66, 66, 65, 65, 67
2, 68, 147, 67, 68, 66, 67, 66, 66, 68
2, 69, 143, 68, 69, 67, 68, 67, 67, 67
2, 70, 143, 69, 69, 68, 69, 68, 69, 68
2, 71, 144, 70, 70, 71, 70, 70, 69, 70
2, 72, 144, 70, 71, 71, 71, 70, 71, 71
2, 73, 145, 71, 72, 73, 72, 71, 72, 72
2, 74, 145, 72, 73, 73, 73, 73, 72, 72
2, 75, 146, 74, 73, 73, 73, 74, 73, 75
2, 76, 135, 75, 75, 76, 75, 75, 76, 74
2, 77, 147, 76, 75, 76, 76, 75, 75, 76
2, 78, 147, 76, 77, 77, 76, 76, 77, 78
2, 79, 147, 79, 79, 78, 78, 78, 78, 78
2, 80, 148, 79, 79, 78, 78, 79, 80, 79
2, 81, 148, 80, 79, 80, 79, 80, 80, 80
2, 82, 149, 81, 81, 80, 81, 81, 82, 80
2, 83, 150, 82, 81, 81, 82, 81, 81, 83
2, 84, 150, 82, 83, 84, 83, 82, 82, 82
2, 85, 151, 83, 84, 84, 84, 84, 83, 83
2, 86, 148, 86, 86, 85, 85, 86, 86, 84
2, 87, 152, 86, 87, 85, 86, 86, 85, 85
2, 88, 159, 86, 86, 86, 87, 87, 87, 86
2, 89, 152, 88, 88, 88, 88, 88, 87, 88
2, 90, 143, 89, 88, 89, 89, 89, 90, 89
2, 91, 153, 91, 91, 89, 90, 89, 89, 89
2, 92, 154, 91, 90, 92, 92, 91, 91, 90
2, 93, 154, 92, 91, 91, 92, 93, 91, 92
2, 94, 145, 92, 93, 94, 92, 93, 92, 93
2, 95, 156, 93, 94, 94, 94, 94, 93, 93
2, 96, 156, 94, 94, 95, 94, 94, 96, 95
2, 97, 156, 96, 96, 97, 96, 96, 96, 97
2, 98, 157, 96, 97, 97, 96, 98, 97, 98
2, 99, 158, 98, 98, 99, 97, 99, 98, 97
2, 100, 158, 99, 98, 98, 100, 98, 98, 99
2, 101, 159, 99, 100, 100, 99, 100, 99, 100
2, 102, 159, 100, 100, 101, 102, 100, 100, 100
2, 103, 159, 102, 102, 103, 103, 102, 102, 101
2, 104, 154, 103, 104, 102, 104, 103, 103, 104
2, 105, 160, 103, 103, 103, 104, 103, 104, 105
2, 106, 152, 104, 104, 104, 105, 104, 105, 105
2, 107, 161, 105, 107, 108, 106, 106, 108, 106
2, 108, 162, 106, 107, 106, 106, 107, 107, 106
2, 109, 162, 107, 108, 109, 108, 108, 107, 109
2, 110, 163, 109, 108, 109, 110, 108, 108, 109
2, 111, 163, 110, 110, 110, 109, 110, 109, 109
2, 112, 164, 112, 110, 110, 110, 111, 112, 111
2, 113, 164, 112, 113, 113, 112, 112, 112, 112
2, 114, 165, 112, 113, 113, 112, 114, 113, 113
2, 115, 159, 113, 113, 114, 113, 113, 113, 114
